@relation x_features.txt_x_features_simvec.txt-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Standardize_ytest_time.txt

@attribute triple numeric
@attribute bgp numeric
@attribute join numeric
@attribute leftjoin numeric
@attribute union numeric
@attribute filter numeric
@attribute project numeric
@attribute distinct numeric
@attribute treesize numeric
@attribute pcs0 numeric
@attribute pcs1 numeric
@attribute pcs2 numeric
@attribute pcs3 numeric
@attribute pcs4 numeric
@attribute pcs5 numeric
@attribute pcs6 numeric
@attribute pcs7 numeric
@attribute pcs8 numeric
@attribute pcs9 numeric
@attribute pcs10 numeric
@attribute pcs11 numeric
@attribute pcs12 numeric
@attribute pcs13 numeric
@attribute pcs14 numeric
@attribute pcs15 numeric
@attribute pcs16 numeric
@attribute pcs17 numeric
@attribute pcs18 numeric
@attribute pcs19 numeric
@attribute pcs20 numeric
@attribute pcs21 numeric
@attribute pcs22 numeric
@attribute pcs23 numeric
@attribute pcs24 numeric
@attribute ex_time numeric

@data
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,0.805475,-0.283184,-0.288067,-0.283184,0.116081,-0.227203,-0.216978,1.772648,-0.31154,-0.245578,-0.054759,0.726461,1.772648,0.744874,-0.230464,0.106046,-0.249849,-0.254835,-0.291342,3.176867,-0.230681,0.029433,-0.248223,-0.248398,-0.259294,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,0.805475,-0.283184,-0.288067,-0.283184,0.116081,-0.227203,-0.216978,1.772648,-0.31154,-0.245578,-0.054759,0.726461,1.772648,0.744874,-0.230464,0.106046,-0.249849,-0.254835,-0.291342,3.176867,-0.230681,0.029433,-0.248223,-0.248398,-0.259294,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,0.805475,-0.283184,-0.288067,-0.283184,0.116081,-0.227203,-0.216978,1.772648,-0.31154,-0.245578,-0.054759,0.726461,1.772648,0.744874,-0.230464,0.106046,-0.249849,-0.254835,-0.291342,3.176867,-0.230681,0.029433,-0.248223,-0.248398,-0.259294,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,0.805475,-0.283184,-0.288067,-0.283184,0.116081,-0.227203,-0.216978,1.772648,-0.31154,-0.245578,-0.054759,0.726461,1.772648,0.744874,-0.230464,0.106046,-0.249849,-0.254835,-0.291342,3.176867,-0.230681,0.029433,-0.248223,-0.248398,-0.259294,1
-1.288789,-0.698785,-0.306065,-0.457447,-0.787928,-0.789441,0.408086,1.154242,-0.558795,0.805475,-0.283184,-0.288067,-0.283184,0.116081,-0.227203,-0.216978,1.772648,-0.31154,-0.245578,-0.054759,0.726461,1.772648,0.744874,-0.230464,0.106046,-0.249849,-0.254835,-0.291342,3.176867,-0.230681,0.029433,-0.248223,-0.248398,-0.259294,1
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,50.8
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.346622,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.115995,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.2
0.099138,-0.29116,-0.306065,0.022872,-0.787928,-0.789441,0.408086,-0.865682,-0.558795,-0.42853,-0.025877,0.024415,-0.025877,-0.122381,-0.182791,-0.064322,-0.404351,4.166617,-0.086155,-0.054759,-0.367119,-0.404351,-0.358932,0.513474,0.106046,-0.205263,-0.149934,-0.033679,-0.44969,0.148174,-0.351297,-0.089521,-0.194047,0.225259,19.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,9345.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.283184,-0.340147,-0.283184,-0.92719,4.436034,-0.705476,-0.754226,-0.68472,-0.171998,-0.739333,-0.877456,-0.754226,-0.874041,-0.602432,-0.955623,4.431685,-0.27536,-0.186666,-0.78968,-0.500089,-0.249769,-0.248223,-0.238887,-0.166111,9124.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.283184,-0.340147,-0.283184,-0.92719,4.436034,-0.705476,-0.754226,-0.68472,-0.171998,-0.739333,-0.877456,-0.754226,-0.874041,-0.602432,-0.955623,4.431685,-0.27536,-0.186666,-0.78968,-0.500089,-0.249769,-0.248223,-0.238887,-0.166111,9144.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8919
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.283184,-0.340147,-0.283184,-0.92719,4.436034,-0.705476,-0.754226,-0.68472,-0.171998,-0.739333,-0.877456,-0.754226,-0.874041,-0.602432,-0.955623,4.431685,-0.27536,-0.186666,-0.78968,-0.500089,-0.249769,-0.248223,-0.238887,-0.166111,8930.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.283184,-0.340147,-0.283184,-0.92719,4.436034,-0.705476,-0.754226,-0.68472,-0.171998,-0.739333,-0.877456,-0.754226,-0.874041,-0.602432,-0.955623,4.431685,-0.27536,-0.186666,-0.78968,-0.500089,-0.249769,-0.248223,-0.238887,-0.166111,8925.6
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8881.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8898
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8910.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8847
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8871.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8775.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.283184,-0.288067,-0.283184,-0.885459,4.436034,-0.705476,-0.754226,-0.68472,-0.171998,-0.739333,-0.877456,-0.754226,-0.874041,-0.602432,-0.913156,4.431685,-0.27536,-0.186666,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.166111,8807.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.217596,-0.340147,-0.217596,-0.92719,4.436034,-0.705476,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.500089,-0.249769,-0.311704,-0.238887,-0.410717,8906.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8874.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8896.8
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8906.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8795.4
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.705476,-0.788527,-0.631409,-0.245578,-0.644546,-0.913909,-0.788527,-0.910834,-0.549294,-0.955623,4.431685,-0.27536,-0.225663,-0.823012,-0.587251,-0.568858,-0.174976,-0.238887,-0.259294,8830.2
-0.247844,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,-0.865682,-0.558795,-0.860432,-0.252212,-0.340147,-0.252212,-0.92719,4.436034,-0.751272,-0.754226,-0.68472,-0.245578,-0.821481,-0.913909,-0.754226,-0.910834,-0.602432,-0.955623,4.431685,-0.254835,-0.225663,-0.78968,-0.546394,-0.249769,-0.248223,-0.238887,-0.340053,8805.6
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.732285,-0.217596,4.399168,-0.217596,-0.718535,-0.132035,-0.339102,-0.715351,-0.31154,0.137037,-0.644546,-0.787726,-0.715351,-0.783472,-0.230464,-0.743289,-0.154308,-0.1803,-0.225663,-0.70873,-0.129653,-0.622039,0.011472,-0.180762,0.071083,62
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.732285,-0.217596,4.399168,-0.217596,-0.718535,-0.182791,-0.339102,-0.715351,-0.31154,0.015296,-0.533961,-0.787726,-0.715351,-0.783472,-0.230464,-0.743289,-0.154308,-0.1803,-0.225663,-0.70873,-0.129653,-0.622039,0.011472,-0.180762,0.225259,33
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.732285,-0.217596,4.399168,-0.217596,-0.718535,-0.182791,-0.339102,-0.715351,-0.31154,0.015296,-0.644546,-0.787726,-0.715351,-0.783472,-0.230464,-0.743289,-0.154308,-0.1803,-0.225663,-0.70873,-0.129653,-0.622039,-0.089521,-0.180762,0.071083,84.2
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.732285,-0.217596,4.399168,-0.217596,-0.718535,-0.182791,-0.339102,-0.715351,-0.31154,0.015296,-0.533961,-0.787726,-0.715351,-0.783472,-0.230464,-0.743289,-0.154308,-0.1803,-0.225663,-0.70873,-0.129653,-0.622039,0.011472,-0.180762,0.225259,62.8
1.487064,-0.29116,-0.306065,-0.457447,0.484879,-0.789441,0.408086,1.154242,-0.089407,-0.732285,-0.217596,4.399168,-0.217596,-0.718535,-0.132035,-0.339102,-0.715351,-0.31154,0.137037,-0.644546,-0.787726,-0.715351,-0.783472,-0.230464,-0.743289,-0.154308,-0.1803,-0.225663,-0.70873,-0.129653,-0.622039,0.011472,-0.180762,0.071083,80.4
